"id","gen","sp","ssp","en","lat","lng","type","file","file-name","q","rec_length","species"
"452628","Colaptes","auratus","","Northern Flicker",30.9708,-103.7245,"call","//www.xeno-canto.org/452628/download","XC452628-Northern Flicker -TX, Lake Balmorhea, February 17, 2018, 0955 AM.mp3","A",28,"Colaptes auratus"
"321823","Colaptes","auratus","","Northern Flicker",37.1355,-103.0156,"song","//www.xeno-canto.org/321823/download","XC321823-Northern Flicker 6.9.16 20.01 Carrizo Canyon CO .21_0308.mp3","A",21,"Colaptes auratus"
"342705","Dryocopus","pileatus","","Pileated Woodpecker",34.8643,-92.9353,"call, flight call","//www.xeno-canto.org/342705/download","XC342705-2016_nov_13_pileated_WP_carroll_01.mp3","A",139,"Dryocopus pileatus"
"277743","Psittacara","holochlorus","","Green Parakeet",26.1475,-97.9889,"call, flight call","//www.xeno-canto.org/277743/download","XC277743-Green Parakeet on tele wire over road -TX, Frontera Audubon, Weslaco, May 14, 2015, 0902 AM.mp3","A",107,"Psittacara holochlorus"
"454882","Sayornis","nigricans","","Black Phoebe",26.1762,-98.3862,"song","//www.xeno-canto.org/454882/download","XC454882-Black Phoebe -TX, Bentsen Rio Grande Vall SP, December 20, 2016, 0738 AM.mp3","A",116,"Sayornis nigricans"
"208933","Sayornis","nigricans","","Black Phoebe",26.1267,-97.9529,"call","//www.xeno-canto.org/208933/download","XC208933-SP_Texas_2014_Black_Phoebe_call_(Estero_Llano_Grande).MP3","A",26,"Sayornis nigricans"
"174099","Sayornis","saya","","Say's Phoebe",30.6271,-104.2764,"song","//www.xeno-canto.org/174099/download","XC174099-Say's Phoebe -TX, Davis Mountain area Hwy 118, April 05, <U+200E>2012, 0922 AM.mp3","A",35,"Sayornis saya"
"14855","Sayornis","saya","","Say's Phoebe",37.56112,-102.39769,"song","//www.xeno-canto.org/14855/download","SAPH2007-5-3.mp3","A",11,"Sayornis saya"
"551481","Contopus","virens","","Eastern Wood Pewee",38.2611,-98.644,"adult, sex uncertain, song","//www.xeno-canto.org/551481/download","XC551481-Eastern Wood-Pewee on 8.29.19 at Quivira NWR KS 115th at 9.00 for .33.mp3","A",33,"Contopus virens"
"404737","Contopus","virens","","Eastern Wood Pewee",29.4758,-100.2272,"song","//www.xeno-canto.org/404737/download","XC404737-TX2015 JRS 26_a_xc.mp3","A",18,"Contopus virens"
"33539","Contopus","virens","","Eastern Wood Pewee",34.8095,-94.1459,"song","//www.xeno-canto.org/33539/download","EAWP2009-4-28-2.mp3","A",54,"Contopus virens"
"33538","Contopus","virens","","Eastern Wood Pewee",34.8095,-94.1459,"song","//www.xeno-canto.org/33538/download","EAWP2009-4-28-1.mp3","A",31,"Contopus virens"
"418306","Empidonax","virescens","","Acadian Flycatcher",30.8182,-94.1537,"call","//www.xeno-canto.org/418306/download","XC418306-May 31 2018 082828 AM ACFL edited.mp3","A",58,"Empidonax virescens"
"286544","Empidonax","virescens","","Acadian Flycatcher",29.8235,-99.5773,"call, song","//www.xeno-canto.org/286544/download","XC286544-Acadian Flycatcher not sn well -TX, Lost Maples, May 07, 2015, 0716 AM.mp3","A",129,"Empidonax virescens"
"33588","Empidonax","virescens","","Acadian Flycatcher",36.0403,-93.3406,"dawn song","//www.xeno-canto.org/33588/download","ACFL2009-4-26-2part1.mp3","A",66,"Empidonax virescens"
"33587","Empidonax","virescens","","Acadian Flycatcher",36.0403,-93.3406,"dawn song","//www.xeno-canto.org/33587/download","ACFL2009-4-26-1.mp3","A",53,"Empidonax virescens"
"299101","Pyrocephalus","obscurus","","Vermilion Flycatcher",26.5647,-99.1269,"bill snaps, flight song, male","//www.xeno-canto.org/299101/download","XC299101-Vermilion Flycatcher -TX, Falcon County Park, May 10, 2015, 0611 PM.mp3","A",10,"Pyrocephalus obscurus"
"299099","Pyrocephalus","obscurus","","Vermilion Flycatcher",26.5647,-99.1269,"song,male","//www.xeno-canto.org/299099/download","XC299099-Vermilion Flycatcher male perched on low branch -TX, Falcon County Park, May 10, 2015, 0614 PM.mp3","A",17,"Pyrocephalus obscurus"
"35099","Pyrocephalus","obscurus","","Vermilion Flycatcher",29.7417,-100.3948,"call","//www.xeno-canto.org/35099/download","VEFL2009-5-30calls1.mp3","A",75,"Pyrocephalus obscurus"
"507693","Pitangus","sulphuratus","","Great Kiskadee",26.2035,-97.4135,"adult, call, sex uncertain","//www.xeno-canto.org/507693/download","XC507693-kiskadee call.mp3","A",14,"Pitangus sulphuratus"
"453018","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call","//www.xeno-canto.org/453018/download","XC453018-Great Kiskadee -TX, Salineño, December 16, 2017, 0752 AM.mp3","A",11,"Pitangus sulphuratus"
"452992","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"flight call","//www.xeno-canto.org/452992/download","XC452992-Great Kiskadee stole peanut butter from GF Wood -TX, Salineño feeders, December 16, 2017, 0210 PM.mp3","A",5,"Pitangus sulphuratus"
"440256","Pitangus","sulphuratus","","Great Kiskadee",28.2366,-96.861,"call, song","//www.xeno-canto.org/440256/download","XC440256-Kiskadees.mp3","A",35,"Pitangus sulphuratus"
"362279","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call, flight call","//www.xeno-canto.org/362279/download","XC362279-Great Kiskadee -TX, Salineño, DeWind's Yard, December 22, 2016, 0856 AM.mp3","A",134,"Pitangus sulphuratus"
"361496","Pitangus","sulphuratus","","Great Kiskadee",26.0737,-98.1442,"call","//www.xeno-canto.org/361496/download","XC361496-Great Kiskadee about 3 around -TX, Santa Ana NWR, December 20, 2016, 0120 PM.mp3","A",19,"Pitangus sulphuratus"
"360954","Pitangus","sulphuratus","","Great Kiskadee",26.0737,-98.1442,"call","//www.xeno-canto.org/360954/download","XC360954-Great Kiskadee -TX, Santa Ana NWR, December 20, 2016, 0231 PM 2.mp3","A",18,"Pitangus sulphuratus"
"360953","Pitangus","sulphuratus","","Great Kiskadee",26.0737,-98.1442,"call","//www.xeno-canto.org/360953/download","XC360953-Great Kiskadee 3 -TX, Santa Ana NWR, December 21, 2016, 0849 AM.mp3","A",92,"Pitangus sulphuratus"
"360732","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call","//www.xeno-canto.org/360732/download","XC360732-Great Kiskadee -TX, Salineño, DeWind's Yard, December 22, 2016, 0930 AM.mp3","A",7,"Pitangus sulphuratus"
"360723","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call","//www.xeno-canto.org/360723/download","XC360723-Great Kiskadee -TX, Salineño, DeWind's Yard, December 22, 2016, 0916 AM.mp3","A",19,"Pitangus sulphuratus"
"360719","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call, flight call","//www.xeno-canto.org/360719/download","XC360719-Great Kiskadee 2 flts -TX, Salineño, DeWind's Yard, December 22, 2016, 0325 PM.mp3","A",20,"Pitangus sulphuratus"
"360625","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call","//www.xeno-canto.org/360625/download","XC360625-Great Kiskadee -TX, Salineño, December 22, 2016, 0716 AM.mp3","A",12,"Pitangus sulphuratus"
"360620","Pitangus","sulphuratus","","Great Kiskadee",26.2159,-97.3406,"call","//www.xeno-canto.org/360620/download","XC360620-Great Kiskadee 2 on wire -TX, Laguna Atascosa NWR, December 19, 2016, 0933 AM.mp3","A",6,"Pitangus sulphuratus"
"360609","Pitangus","sulphuratus","","Great Kiskadee",26.5151,-99.1156,"call","//www.xeno-canto.org/360609/download","XC360609-Great Kiskadee -TX, Salineño, DeWind's Yard, December 22, 2016, 0230 PM.mp3","A",83,"Pitangus sulphuratus"
"285330","Pitangus","sulphuratus","texanus","Great Kiskadee",26.0737,-98.1442,"call","//www.xeno-canto.org/285330/download","XC285330-Great Kiskadee ns -TX, Santa Ana NWR, May 12, 2015, 1257 PM.mp3","A",7,"Pitangus sulphuratus"
"285329","Pitangus","sulphuratus","texanus","Great Kiskadee",26.1762,-98.3862,"call","//www.xeno-canto.org/285329/download","XC285329-Great Kiskadee ns -TX, Bentsen Rio Grande SP, May 13, 2015, 0841 AM.mp3","A",27,"Pitangus sulphuratus"
"240235","Pitangus","sulphuratus","texanus","Great Kiskadee",29.699,-93.948,"call","//www.xeno-canto.org/240235/download","XC240235-Pitangus sulfuratus080411_T333.mp3","A",26,"Pitangus sulphuratus"
"147341","Pitangus","sulphuratus","texanus","Great Kiskadee",26.0737,-98.1442,"call","//www.xeno-canto.org/147341/download","XC147341-Great Kiskadee -TX, Santa Ana NWR, April 12, <U+200E>2012, 0729 AM.mp3","A",91,"Pitangus sulphuratus"
"147339","Pitangus","sulphuratus","texanus","Great Kiskadee",26.5151,-99.1156,"call","//www.xeno-canto.org/147339/download","XC147339-Great Kiskadee -TX, Saleneno, April 11, <U+200E>2012, 0628 AM.mp3","A",106,"Pitangus sulphuratus"
"21963","Pitangus","sulphuratus","","Great Kiskadee",28.1137,-97.4228,"jumbled duet","//www.xeno-canto.org/21963/download","cp0667c_xc_Pitangus_sulphuratus_31may2008_Welder.mp3","A",10,"Pitangus sulphuratus"
"7731","Pitangus","sulphuratus","","Great Kiskadee",26.0737,-98.1442,"song","//www.xeno-canto.org/7731/download","GreatKiskadee20051216s23.mp3","A",22,"Pitangus sulphuratus"
"285271","Tyrannus","melancholicus","","Tropical Kingbird",26.0737,-98.1442,"call","//www.xeno-canto.org/285271/download","XC285271-Tropical Kingbird ns -TX, Santa Ana NWR, May 12, 2015, 0257 PM.mp3","A",28,"Tyrannus melancholicus"
"285267","Tyrannus","melancholicus","","Tropical Kingbird",26.0737,-98.1442,"flight call","//www.xeno-canto.org/285267/download","XC285267-Tropical Kingbird pair flew over -TX, Santa Ana NWR, May 12, 2015, 0259 PM.mp3","A",36,"Tyrannus melancholicus"
"453244","Tyrannus","couchii","","Couch's Kingbird",26.0737,-98.1442,"call, flight call","//www.xeno-canto.org/453244/download","XC453244-Couch's Kingbird 3, flt 53 -TX, Santa Ana NWR, December 20, 2016, 0434 PM.mp3","A",115,"Tyrannus couchii"
"404720","Tyrannus","couchii","","Couch's Kingbird",29.3056,-100.4212,"call, song","//www.xeno-canto.org/404720/download","XC404720-TX2015 JRS 14_a_xc.mp3","A",33,"Tyrannus couchii"
"320665","Tyrannus","couchii","","Couch's Kingbird",26.1762,-98.3862,"call","//www.xeno-canto.org/320665/download","XC320665-Couch's Kingbird several on telephone wire by river-TX, Bentsen Rio Grande SP, May 13, 2015, 0653 AM.mp3","A",78,"Tyrannus couchii"
"318524","Tyrannus","couchii","","Couch's Kingbird",26.1762,-98.3862,"call","//www.xeno-canto.org/318524/download","XC318524-Couch's Kingbird 3-5 on wire by river -TX, Bentsen Rio Grande SP, May 13, 2015, 0656 AM.mp3","A",115,"Tyrannus couchii"
"147321","Tyrannus","couchii","","Couch's Kingbird",27.0446,-99.4449,"call","//www.xeno-canto.org/147321/download","XC147321-Couch's Kingbird -TX, San Ygnacio, April 10, <U+200E>2012, 1015 AM.mp3","A",35,"Tyrannus couchii"
"147319","Tyrannus","couchii","","Couch's Kingbird",26.5151,-99.1156,"call","//www.xeno-canto.org/147319/download","XC147319-Couch's Kingbird -TX, Saleneno, April 11, <U+200E>2012, 0609 AM part 1.mp3","A",9,"Tyrannus couchii"
"133303","Tyrannus","couchii","","Couch's Kingbird",29.1823,-102.9595,"song","//www.xeno-canto.org/133303/download","XC133303-Couch's Kingbird2013-4-15-2.mp3","A",65,"Tyrannus couchii"
"172652","Tyrannus","vociferans","","Cassin's Kingbird",37.1388,-103.0875,"call","//www.xeno-canto.org/172652/download","XC172652-20130526-0948-RM058-US-CO-Baca-Cottonwood Canyon-Cassin's Kingbird_01_calls filt.mp3","A",55,"Tyrannus vociferans"
"34088","Tyrannus","vociferans","","Cassin's Kingbird",31.912536,-104.878922,"call","//www.xeno-canto.org/34088/download","CAKI2009-5-10-1.mp3","A",29,"Tyrannus vociferans"
"34087","Tyrannus","vociferans","","Cassin's Kingbird",31.912536,-104.878922,"call","//www.xeno-canto.org/34087/download","CAKI2009-5-9-5long.mp3","A",56,"Tyrannus vociferans"
"34086","Tyrannus","vociferans","","Cassin's Kingbird",31.912536,-104.878922,"call","//www.xeno-canto.org/34086/download","CAKI2009-5-9-2.mp3","A",13,"Tyrannus vociferans"
"34085","Tyrannus","vociferans","","Cassin's Kingbird",31.912536,-104.878922,"call","//www.xeno-canto.org/34085/download","CAKI2009-5-9-1agon1.mp3","A",43,"Tyrannus vociferans"
"161767","Tyrannus","verticalis","","Western Kingbird",29.1823,-102.9595,"call","//www.xeno-canto.org/161767/download","XC161767-Western Kingbird -TX, Big Bend NP, June 19, 2011, 553 PM.mp3","A",9,"Tyrannus verticalis"
"13193","Tyrannus","verticalis","","Western Kingbird",37.56112,-102.39769,"song","//www.xeno-canto.org/13193/download","WEKI2007-4-30-2.mp3","A",64,"Tyrannus verticalis"
"323788","Tyrannus","forficatus","","Scissor-tailed Flycatcher",32.492,-93.6955,"male, song","//www.xeno-canto.org/323788/download","XC323788-08stfl06011513.mp3","A",76,"Tyrannus forficatus"
"323784","Tyrannus","forficatus","","Scissor-tailed Flycatcher",32.492,-93.6955,"call, male, song","//www.xeno-canto.org/323784/download","XC323784-06stfl06011509.mp3","A",112,"Tyrannus forficatus"
"323754","Tyrannus","forficatus","","Scissor-tailed Flycatcher",32.492,-93.6955,"Dawn song., call, male","//www.xeno-canto.org/323754/download","XC323754-01stfl06011500.mp3","A",111,"Tyrannus forficatus"
"161582","Tyrannus","forficatus","","Scissor-tailed Flycatcher",29.375,-99.9828,"flight call, male","//www.xeno-canto.org/161582/download","XC161582-Scissor-tailed Flycatcher male takes off in flight from roadside fence -TX, south central, April 09, <U+200E>2012, 0124 PM.mp3","A",9,"Tyrannus forficatus"
"147498","Tyrannus","forficatus","","Scissor-tailed Flycatcher",26.5647,-99.1269,"call","//www.xeno-canto.org/147498/download","XC147498-Scissor-tailed Flycatcher -TX, Falcon County Park, April 10, <U+200E>2012, 0616 AM.mp3","A",60,"Tyrannus forficatus"
"140971","Tyrannus","forficatus","","Scissor-tailed Flycatcher",30.0091,-99.6917,"call","//www.xeno-canto.org/140971/download","XC140971-Scissor-tailed Flycatcher2013-4-16-8.mp3","A",57,"Tyrannus forficatus"
"140970","Tyrannus","forficatus","","Scissor-tailed Flycatcher",30.0091,-99.6917,"call","//www.xeno-canto.org/140970/download","XC140970-Scissor-tailed Flycatcher2013-4-16-7.mp3","A",14,"Tyrannus forficatus"
"140969","Tyrannus","forficatus","","Scissor-tailed Flycatcher",30.0091,-99.6917,"call","//www.xeno-canto.org/140969/download","XC140969-Scissor-tailed Flycatcher2013-4-16-6.mp3","A",15,"Tyrannus forficatus"
"140968","Tyrannus","forficatus","","Scissor-tailed Flycatcher",30.0091,-99.6917,"call","//www.xeno-canto.org/140968/download","XC140968-Scissor-tailed Flycatcher2013-4-16-5.mp3","A",33,"Tyrannus forficatus"
"140966","Tyrannus","forficatus","","Scissor-tailed Flycatcher",30.0091,-99.6917,"call","//www.xeno-canto.org/140966/download","XC140966-Scissor-tailed Flycatcher2013-4-16-2.mp3","A",64,"Tyrannus forficatus"
"140965","Tyrannus","forficatus","","Scissor-tailed Flycatcher",30.0091,-99.6917,"call","//www.xeno-canto.org/140965/download","XC140965-Scissor-tailed Flycatcher2013-4-16-1.mp3","A",14,"Tyrannus forficatus"
"460588","Myiarchus","cinerascens","","Ash-throated Flycatcher",29.8235,-99.5773,"call","//www.xeno-canto.org/460588/download","XC460588-Ash-throated Flycatcher -TX, Lost Maples SP, April 09, <U+200E>2012, 0907 AM.mp3","A",80,"Myiarchus cinerascens"
"404715","Myiarchus","cinerascens","","Ash-throated Flycatcher",29.2834,-100.3724,"male, song","//www.xeno-canto.org/404715/download","XC404715-TX2015 JRS 12_a_xc.mp3","A",19,"Myiarchus cinerascens"
"257175","Myiarchus","cinerascens","","Ash-throated Flycatcher",30.8124,-103.9245,"call","//www.xeno-canto.org/257175/download","XC257175-150709_1958_0867_Ash-throated_Flycatcher.mp3","A",48,"Myiarchus cinerascens"
"172656","Myiarchus","cinerascens","","Ash-throated Flycatcher",37.1388,-103.0875,"song","//www.xeno-canto.org/172656/download","XC172656-20130526-1025-RM060-US-CO-Baca-Cottonwood Canyon-Ash-throated Flycatcher song.mp3","A",102,"Myiarchus cinerascens"
"141345","Myiarchus","cinerascens","cinerascens","Ash-throated Flycatcher",30.0801,-99.5027,"call","//www.xeno-canto.org/141345/download","XC141345-Ash-throated FlycatcherTX2.mp3","A",45,"Myiarchus cinerascens"
"141344","Myiarchus","cinerascens","cinerascens","Ash-throated Flycatcher",30.0801,-99.5027,"call","//www.xeno-canto.org/141344/download","XC141344-Ash-throated FlycatcherTX1.mp3","A",51,"Myiarchus cinerascens"
"122455","Myiarchus","cinerascens","","Ash-throated Flycatcher",29.8942,-98.6426,"call","//www.xeno-canto.org/122455/download","XC122455-ATFL_Kreutzberg_169.mp3","A",27,"Myiarchus cinerascens"
"70968","Myiarchus","cinerascens","","Ash-throated Flycatcher",29.498,-99.702,"'Police Whistle' Call","//www.xeno-canto.org/70968/download","Ash-throated Flycatcher Police Call 2 NL.mp3","A",12,"Myiarchus cinerascens"
"34316","Myiarchus","cinerascens","","Ash-throated Flycatcher",29.2723,-103.2934,"dawn song","//www.xeno-canto.org/34316/download","ATFL2009-5-18dawn2long.mp3","A",87,"Myiarchus cinerascens"
"34143","Myiarchus","cinerascens","","Ash-throated Flycatcher",31.912536,-104.878922,"call, song","//www.xeno-canto.org/34143/download","ATFL2009-5-15-2_bhco-interaction.mp3","A",16,"Myiarchus cinerascens"
"34142","Myiarchus","cinerascens","","Ash-throated Flycatcher",31.912536,-104.878922,"call, song","//www.xeno-canto.org/34142/download","ATFL2009-5-15-1.mp3","A",79,"Myiarchus cinerascens"
"34090","Myiarchus","cinerascens","","Ash-throated Flycatcher",31.912536,-104.878922,"call, song","//www.xeno-canto.org/34090/download","ATFL2009-5-10-1short2.mp3","A",37,"Myiarchus cinerascens"
"34089","Myiarchus","cinerascens","","Ash-throated Flycatcher",31.912536,-104.878922,"call, song","//www.xeno-canto.org/34089/download","ATFL2009-5-10-1short1.mp3","A",73,"Myiarchus cinerascens"
"97370","Myiarchus","crinitus","","Great Crested Flycatcher",30.385,-91.206,"daytime song","//www.xeno-canto.org/97370/download","Myiarchus crinitus120325_T252.mp3","A",24,"Myiarchus crinitus"
"498958","Lanius","ludovicianus","","Loggerhead Shrike",30.9493,-91.9895,"song","//www.xeno-canto.org/498958/download","XC498958-LA2017 JRS 52_a_xc.mp3","A",41,"Lanius ludovicianus"
"317046","Lanius","ludovicianus","","Loggerhead Shrike",29.7839,-93.223,"begging call","//www.xeno-canto.org/317046/download","XC317046-Loggerhead_shrike_jiv807.mp3","A",29,"Lanius ludovicianus"
"132659","Lanius","ludovicianus","","Loggerhead Shrike",30.3563,-91.2327,"song","//www.xeno-canto.org/132659/download","XC132659-Lanius ludovicianus130506_T41.mp3","A",49,"Lanius ludovicianus"
"132658","Lanius","ludovicianus","","Loggerhead Shrike",30.3563,-91.2327,"song","//www.xeno-canto.org/132658/download","XC132658-Lanius ludovicianus130506_T40.mp3","A",36,"Lanius ludovicianus"
"460601","Vireo","griseus","","White-eyed Vireo",29.8235,-99.5773,"song","//www.xeno-canto.org/460601/download","XC460601-White-eyed Vireo -TX, Lost Maples SP, April 09, <U+200E>2012, 1144 AM.mp3","A",50,"Vireo griseus"
"460600","Vireo","griseus","","White-eyed Vireo",29.8235,-99.5773,"song","//www.xeno-canto.org/460600/download","XC460600-White-eyed Vireo -TX, Lost Maples SP, April 09, <U+200E>2012, 0740 AM.mp3","A",85,"Vireo griseus"
"452765","Vireo","griseus","","White-eyed Vireo",26.1253,-97.9532,"song","//www.xeno-canto.org/452765/download","XC452765-White-eyed Vireo -TX, Estero Llano Grande SP, December 14, 2017, 0853 AM.mp3","A",42,"Vireo griseus"
"424697","Vireo","griseus","","White-eyed Vireo",31.8902,-97.6998,"song","//www.xeno-canto.org/424697/download","XC424697-July 10 2018 15154 PM WEVI Edit.mp3","A",53,"Vireo griseus"
"424513","Vireo","griseus","","White-eyed Vireo",31.891,-97.7051,"song","//www.xeno-canto.org/424513/download","XC424513-July 10 2018 21551 PM WEVI imo CACH edit.mp3","A",59,"Vireo griseus"
"404745","Vireo","griseus","","White-eyed Vireo",29.4758,-100.2272,"song","//www.xeno-canto.org/404745/download","XC404745-TX2015 JRS 30_a_xc.mp3","A",31,"Vireo griseus"
"404739","Vireo","griseus","","White-eyed Vireo",29.4758,-100.2272,"call, song","//www.xeno-canto.org/404739/download","XC404739-TX2015 JRS 27_a_xc.mp3","A",61,"Vireo griseus"
"383679","Vireo","griseus","","White-eyed Vireo",36.4825,-93.924,"call, male, song","//www.xeno-canto.org/383679/download","XC383679-WEVI 5-9-17 1300 Devils Eyebrow.mp3","A",36,"Vireo griseus"
"232127","Vireo","griseus","","White-eyed Vireo",26.2156,-97.4055,"song","//www.xeno-canto.org/232127/download","XC232127-White-eyed Vireo A 13625.mp3","A",30,"Vireo griseus"
"232126","Vireo","griseus","","White-eyed Vireo",26.2156,-97.4055,"song","//www.xeno-canto.org/232126/download","XC232126-White-eyed Vireo A 13624.mp3","A",15,"Vireo griseus"
"232125","Vireo","griseus","","White-eyed Vireo",35.7832,-94.2443,"song","//www.xeno-canto.org/232125/download","XC232125-White-eyed Vireo A 13621.mp3","A",9,"Vireo griseus"
"217073","Vireo","griseus","","White-eyed Vireo",32.4398,-93.6655,", scold series","//www.xeno-canto.org/217073/download","XC217073-1wevi080314.mp3","A",34,"Vireo griseus"
"143926","Vireo","griseus","micrus","White-eyed Vireo",25.8501,-97.4169,"song","//www.xeno-canto.org/143926/download","XC143926-White-eyed Vireo2013-4-18-1.mp3","A",141,"Vireo griseus"
"123341","Vireo","griseus","","White-eyed Vireo",28.2518,-96.7915,"song","//www.xeno-canto.org/123341/download","XC123341-White-eyed_Vireo_AransasNWR.mp3","A",34,"Vireo griseus"
"98647","Vireo","griseus","","White-eyed Vireo",30.4334,-91.1667,"song","//www.xeno-canto.org/98647/download","Vireo griseus120411_T277.mp3","A",87,"Vireo griseus"
"71005","Vireo","griseus","","White-eyed Vireo",29.8242,-99.5845,"Song","//www.xeno-canto.org/71005/download","White-eyed Vireo Song LMSNA.mp3","A",13,"Vireo griseus"
"34949","Vireo","griseus","","White-eyed Vireo",29.7417,-100.3948,"call","//www.xeno-canto.org/34949/download","WEVI2009-5-29calls1short3.mp3","A",54,"Vireo griseus"
"34948","Vireo","griseus","","White-eyed Vireo",29.7417,-100.3948,"call","//www.xeno-canto.org/34948/download","WEVI2009-5-29calls1short2.mp3","A",23,"Vireo griseus"
"34947","Vireo","griseus","","White-eyed Vireo",29.7417,-100.3948,"call","//www.xeno-canto.org/34947/download","WEVI2009-5-29calls1.mp3","A",63,"Vireo griseus"
"33623","Vireo","griseus","","White-eyed Vireo",35.6826,-93.7862,"song","//www.xeno-canto.org/33623/download","WEVI2009-4-25-3.mp3","A",19,"Vireo griseus"
"33622","Vireo","griseus","","White-eyed Vireo",35.6826,-93.7862,"song","//www.xeno-canto.org/33622/download","WEVI2009-4-25-1.mp3","A",40,"Vireo griseus"
"21959","Vireo","griseus","","White-eyed Vireo",28.1137,-97.4228,"song","//www.xeno-canto.org/21959/download","cp0644d_xc_Vireo_griseus_29may2008_Welder.mp3","A",22,"Vireo griseus"
"21958","Vireo","griseus","","White-eyed Vireo",28.1137,-97.4228,"song","//www.xeno-canto.org/21958/download","cp0644a_xc_Vireo_griseus_29may2008_Welder.mp3","A",42,"Vireo griseus"
"21651","Vireo","griseus","","White-eyed Vireo",28.1137,-97.4228,"scolding","//www.xeno-canto.org/21651/download","cp0636b_Vireo_griseus_28may2008_Welder.mp3","A",24,"Vireo griseus"
"21649","Vireo","griseus","","White-eyed Vireo",28.1137,-97.4228,"song","//www.xeno-canto.org/21649/download","cp0636f_Vireo_griseus_28may2008_Welder.mp3","A",12,"Vireo griseus"
"443821","Vireo","bellii","","Bell's Vireo",33.0621,-96.9796,"song","//www.xeno-canto.org/443821/download","XC443821-BEVI 160914_007.MP3","A",18,"Vireo bellii"
"404716","Vireo","bellii","","Bell's Vireo",29.2834,-100.3724,"call, male, song","//www.xeno-canto.org/404716/download","XC404716-TX2015 JRS 13_a_xc.mp3","A",44,"Vireo bellii"
"277293","Vireo","bellii","bellii","Bell's Vireo",32.1237,-93.4713,"male, song","//www.xeno-canto.org/277293/download","XC277293-04bevi06291514.mp3","A",4,"Vireo bellii"
"178894","Vireo","bellii","","Bell's Vireo",29.557,-94.393,"song","//www.xeno-canto.org/178894/download","XC178894-Vireo-White-eyed-140410-000.mp3","A",9,"Vireo bellii"
"128936","Vireo","bellii","","Bell's Vireo",30.3494,-98.12,"Excited Song, Song, male, song","//www.xeno-canto.org/128936/download","XC128936-Bell's Vireo RK130407-029-01.mp3","A",117,"Vireo bellii"
"34881","Vireo","bellii","bellii","Bell's Vireo",29.7417,-100.3948,"song","//www.xeno-canto.org/34881/download","BEVI2009-5-29-1.mp3","A",88,"Vireo bellii"
"34880","Vireo","bellii","bellii","Bell's Vireo",29.7417,-100.3948,"call","//www.xeno-canto.org/34880/download","BEVI2009-5-29_calls1.mp3","A",96,"Vireo bellii"
"34879","Vireo","bellii","bellii","Bell's Vireo",29.7417,-100.3948,"nestling calls","//www.xeno-canto.org/34879/download","BEVI2009-5-29_nestlcalls1.mp3","A",125,"Vireo bellii"
"34315","Vireo","bellii","medius","Bell's Vireo",29.2164,-103.3587,"song","//www.xeno-canto.org/34315/download","BEVI2009-5-17-2.mp3","A",34,"Vireo bellii"
"34314","Vireo","bellii","medius","Bell's Vireo",29.2164,-103.3587,"courtship song","//www.xeno-canto.org/34314/download","BEVI2009-5-17fast.mp3","A",37,"Vireo bellii"
"428771","Vireo","atricapilla","","Black-capped Vireo",34.7097,-98.639,"alarm call","//www.xeno-canto.org/428771/download","XC428771-OK BCVI alarm call 1400 07272018 ftr norm NK for xc.mp3","A",21,"Vireo atricapilla"
"160976","Vireo","atricapilla","","Black-capped Vireo",29.6183,-100.4509,"song","//www.xeno-canto.org/160976/download","XC160976-Black-capped Vireo -TX, Kickapoo SP, April 08, <U+200E>2012, 1018 AM part1.mp3","A",41,"Vireo atricapilla"
"160975","Vireo","atricapilla","","Black-capped Vireo",29.6183,-100.4509,"call","//www.xeno-canto.org/160975/download","XC160975-Black-capped Vireo -TX, Kickapoo SP, April 08, <U+200E>2012, 1010 AM.mp3","A",14,"Vireo atricapilla"
"160974","Vireo","atricapilla","","Black-capped Vireo",29.6183,-100.4509,"song","//www.xeno-canto.org/160974/download","XC160974-Black-capped Vireo -TX, Kickapoo SP, April 08, <U+200E>2012, 1002 AM.mp3","A",134,"Vireo atricapilla"
"160973","Vireo","atricapilla","","Black-capped Vireo",29.6183,-100.4509,"call, song","//www.xeno-canto.org/160973/download","XC160973-Black-capped Vireo -TX, Kickapoo SP, April 08, <U+200E>2012, 0957 AM part 1.mp3","A",13,"Vireo atricapilla"
"160972","Vireo","atricapilla","","Black-capped Vireo",29.6183,-100.4509,"flight call","//www.xeno-canto.org/160972/download","XC160972-Black-capped Vireo flew a short distance and called in flight between songs -TX, Kickapoo SP, April 08, <U+200E>2012, 1115 AM part 1.mp3","A",4,"Vireo atricapilla"
"141417","Vireo","atricapilla","","Black-capped Vireo",30.0801,-99.5027,"song","//www.xeno-canto.org/141417/download","XC141417-Black-capped VireoTX4.mp3","A",28,"Vireo atricapilla"
"105703","Vireo","atricapilla","","Black-capped Vireo",30.0800570464114,-99.5026931757457,"excited song","//www.xeno-canto.org/105703/download","BCVIsComplex_KerrWMA-NDP2008-14-67_1225.mp3","A",53,"Vireo atricapilla"
